Код,id,торги,результаты,адрес,старт_цена,ИНН,фз,об_закупки,реестр_недобр_постав,общ_треб
11986,Закупка №0139300013017001003 rss,"142 400,00|128 160,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 652877, Кемеровская обл, Междуреченск г, ПР-КТ СТРОИТЕЛЕЙ, 20А","156 034,80 Российский рубль",4214010638,44,Поставка.яблок.свежих,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
11989,Закупка №0139300013017001009 rss,,,"Российская Федерация, 652877, Кемеровская обл, Междуреченск г, ПР-КТ СТРОИТЕЛЕЙ, 20А",,0,44,Поставка.крупы,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
11990,Закупка №0139300019717000367 rss,"227 444,00|249 000,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 653000, Кемеровская обл, Прокопьевск г, ПР-КТ ШАХТЕРОВ, 41","483 923,90 Российский рубль",0,44,Выполнение.работ.по.ремонту.дворовых.территорий.в.городе.Прокопьевске,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
11991,Закупка №0139300019717000368 rss,"211 059,00|219 500,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 653000, Кемеровская обл, Прокопьевск г, ПР-КТ ШАХТЕРОВ, 41","449 061,98 Российский рубль",0,44,Выполнение.работ.по.ремонту.дворовых.территорий.в.городе.Прокопьевске,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
11992,Закупка №0139300020917000507 rss,,,"Российская Федерация, 653033, Кемеровская обл, Прокопьевск г, ПР-КТ ГАГАРИНА, 1/В",,0,44,Оказание.услуг.(выполнение.работ).по.техническому.обслуживанию.систем.пожарной.безопасности:.автоматической.пожарной..и.охранно-.пожарной.сигнализации.в.здании.администрации.Прокопьевского.муниципального.района,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
11996,Закупка №0140300040817001810 rss,"161 000,00|112 400,00|159 800,00|",|Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 610000, Кировская обл, улица Воровского, 39","161 460,00 Российский рубль",4348005534,44,Оказание.услуг.по.выпуску.цветного.периодического.печатного.издания.-.газеты.Наш.город..Газета.муниципального.образования..Город.Киров.,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
11997,Закупка №0141100000217000053 rss,"99 375,00|98 300,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 156000, Костромская обл, Кострома г, УЛ ДОЛМАТОВА, 2","100 000,00 Российский рубль",0,44,Поставка.автомобильного.топлива.(бензин.марки.АИ-95.и.дизельное.топливо) с.использованием.электронных.(пластиковых).карт.для.нужд.Арбитражного.суда Костромской.области,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении вида образования и подвида образования: - вид образования: дополнительное образование; - подвид дополнительного образования: дополнительное профессиональное образование; или Наличие действующей лицензии на осуществление образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии»; или Наличие действующей лицензии на ведение образовательной деятельности с указанием в приложении образовательных программ дополнительного профессионального образования: «Лабораторная диагностика», «Сестринское дело в терапии», «Сестринское дело в хирургии», «Сестринское дело в работе процедурных кабинетов», «Медицинская статистика», «Диетология», «Сестринское дело в стоматологии». Единые требования к участникам в соответствии с пунктом 10 части 1 Статьи 31 Федерального закона № 44-ФЗ - установлены. 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено"
12001,Закупка №0142200001117000051 rss,"46 600,00|39 131,00|42 900,00|40 950,00|",|Победитель||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 443006, Самарская обл, Самара г, УЛ МОЛОДОГВАРДЕЙСКАЯ, 210, 547","47 611,33 Российский рубль",0,44,Выполнение.работ.по.изготовлению.штор.для.отдела.ЗАГС.муниципального.района.Приволжский.управления.записи.актов.гражданского.состояния.Самарской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам в соответствии с частью 1 статьи 31 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено
12002,Закупка №0142200001117000053 rss,,,"Российская Федерация, 443006, Самарская обл, Самара г, УЛ МОЛОДОГВАРДЕЙСКАЯ, 210, 547",Протокол размещен 07.12.2017 <br> Действующая редакция,6315702519,44,Поставка.средств.индивидуальной.защиты.и.смывающих.средств.для.нужд.управления.записи.актов.гражданского.состояния.Самарской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам в соответствии с частью 1 статьи 31 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено
12005,Закупка №0142300011617000196 rss,"314 000,00|312 500,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 446100, Самарская обл, Чапаевск г, УЛ КОМСОМОЛЬСКАЯ, 17","314 000,00 Российский рубль",0,44,"Выполнение.работ.по.ремонту.дорог.дворовой.территории.многоквартирного.дома.и.размещение.площадки.для.игр.детей.по.адресу:.Самарская.область,.г.о..Чапаевск,.ул..Красноармейская,.д.7",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с пунктами 3-10 части 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Отсутствие в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица"
12006,Закупка №0142300011617000197 rss,,,"Российская Федерация, 446100, Самарская обл, Чапаевск г, УЛ КОМСОМОЛЬСКАЯ, 17",,6335004456,44,"Выполнение.работ.по.капитальному.ремонту.электроснабжения.здания.муниципальной.формы.собственности,.расположенного.по.адресу:.Самарская.область,.г..Чапаевск,.ул..Жуковского,.д.35.",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с пунктами 3-10 части 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Отсутствие в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица"
12008,Закупка №0142300013117000477 rss,"145 900,00|320 000,00|147 070,00|200 000,00|",Победитель||Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 446200, Самарская обл, Новокуйбышевск г, УЛ МИРОНОВА, 2","321 341,46 Российский рубль",6330001300,44,Поставка.оборудования.для.оснащения.ГБОУ.ООШ.№18.г.о..Новокуйбышевск.Самарской.области,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2014г. № 44 -ФЗ (в соответствии с Приложением № 5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Предусмотрено для котировок
12015,Закупка №0142300048517001562 rss,,,"Российская Федерация, 443010, Самарская обл, Самара г, УЛ КУЙБЫШЕВА, ДОМ 135",,6315007441,44,Оказание.услуг.по.организации.и.проведению..заключительного.гала-концерта.фестиваля.военно-патриотической.песни.«Я.помню!.Я.горжусь!»,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12016,Закупка №0142300048517001570 rss,,,"Российская Федерация, 443010, Самарская обл, Самара г, УЛ КУЙБЫШЕВА, ДОМ 135",,0,44,Оказание.услуг.по.диспансеризации,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12019,Закупка №0143100005217000111 rss,"483 000,00|462 000,00|452 160,00|480 000,00|",|Лучшее предложение о цене контракта после победителя|Победитель||,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","492 000,00 Российский рубль",0,44,"Молоко.ультрапастеризованное.(жирностью.не.менее.2,5%)",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12020,Закупка №0143100005217000113 rss,"483 000,00|462 000,00|452 160,00|480 000,00|",|Лучшее предложение о цене контракта после победителя|Победитель||,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","492 000,00 Российский рубль",0,44,"Молоко.ультрапастеризованное.(жирностью.не.менее.2,5%)",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12021,Закупка №0143100005217000114 rss,"402 500,00|405 000,00|376 800,00|400 000,00|",||Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","410 000,00 Российский рубль",4501113475,44,"Молоко.ультрапастеризованное.(жирностью.не.менее.2,5%)",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12022,Закупка №0143100005217000116 rss,"418 283,00|327 316,60|373 612,00|385 795,00|",|Победитель|Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 640014, Курганская обл, Курган г, УЛ АНФИНОГЕНОВА, ДОМ 104","499 990,32 Российский рубль",4501113475,44,Кисель.сухой,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12026,Закупка №0143300006917000751 rss,,,"Российская Федерация, 640002, Курганская обл, Курган г, ПЛ ИМЕНИ В.И. ЛЕНИНА, ДОМ 1",Протокол размещен 07.12.2017 <br> Действующая редакция,0,44,Выполнение.работ.по.сносу.аварийного.жилищного.фонда.в.городе.Кургане,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12027,Закупка №0143300006917000759 rss,"350 000,00|349 834,10|449 786,70|349 000,00|300 000,00|450 000,00|200 000,00|298 000,00|448 000,00|",||||||Победитель|Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 640002, Курганская обл, Курган г, ПЛ ИМЕНИ В.И. ЛЕНИНА, ДОМ 1","499 763,00 Российский рубль",0,44,Выполнение.работ.по.сносу.аварийного.жилищного.фонда.в.городе.Кургане..,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12028,Закупка №0143300040117000064 rss,"274 180,00|290 320,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 641100, Курганская обл, Шумихинский р-н, Шумиха г, УЛ КИРОВА, 12","309 129,30 Российский рубль",0,44,Поставка.сгущенного.молока.и.сыра.для.нужд.муниципальных.дошкольных.и.общеобразовательных.учреждений.Шумихинского.района.Курганской.области,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
12029,Закупка №0143300040117000066 rss,"271 584,00|207 016,70|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 641100, Курганская обл, Шумихинский р-н, Шумиха г, УЛ КИРОВА, 12","303 117,06 Российский рубль",0,44,Поставка.продукции..мукомольно-.крупяного.производства.для.нужд.муниципальных.дошкольных.и.общеобразовательных.учреждений.Шумихинского.района.Курганской.области,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) К участникам закупки установлены единые требования в соответствии с частью 1 (за исключением п.1 данной части) статьи 31 Федерального закона от 05.04.2013г. № 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд» (в соответствии с Приложением №5 - Единые требования к участникам закупки прикреплены в виде отдельного файла к извещению о проведении запроса котировок) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Установлено"
